175.645035,-28.032713,8581
175.628815,-28.037252,8593
175.612640,-28.041779,8543
175.596527,-28.046291,8604
175.580429,-28.050793,9564
175.564392,-28.055281,9519
175.548355,-28.059752,8256
175.532394,-28.064219,7777
175.516495,-28.068651,7745
175.500580,-28.073097,7847
175.484711,-28.077515,7990
175.468872,-28.081930,9576
175.453064,-28.086330,9563
175.437286,-28.090719,9571
175.421570,-28.095097,9724
175.405884,-28.099461,8455
175.390228,-28.103807,8473
175.374603,-28.108154,8488
175.358994,-28.112484,8494
175.343460,-28.116804,8517
175.327957,-28.121099,8513
175.312485,-28.125383,8481
175.297043,-28.129677,8385
175.281647,-28.133934,8260
175.266281,-28.138197,8204
175.250931,-28.142433,7995
175.235626,-28.146673,7878
175.220337,-28.150902,8183
175.205109,-28.155111,8021
175.189911,-28.159319,7617
175.174728,-28.163496,7537
175.159607,-28.167660,7479
175.144501,-28.171833,7187
175.129425,-28.176001,7658
175.114380,-28.180143,8223
175.099380,-28.184273,8179
175.084412,-28.188393,8140
175.069458,-28.192509,8166
175.054550,-28.196608,8482
175.039658,-28.200701,8332
175.024796,-28.204788,8188
175.009995,-28.208855,8022
174.995224,-28.212906,7794
174.980484,-28.216948,7588
174.965759,-28.220989,7524
174.951065,-28.225029,7300
174.936401,-28.229042,6999
174.921753,-28.233046,7058
174.907150,-28.237051,6881
174.892563,-28.241041,6456
174.878052,-28.245010,6460
174.863525,-28.248970,6591
174.849045,-28.252937,6691
174.834579,-28.256891,6485
174.820160,-28.260838,6448
174.805771,-28.264750,6763
174.791397,-28.268667,6841
174.777054,-28.272583,6858
174.762772,-28.276480,6901
174.748489,-28.280367,7018
174.734253,-28.284252,6617
174.720047,-28.288111,6047
174.705872,-28.291967,5928
174.691727,-28.295811,6265
174.677612,-28.299646,6323
174.663498,-28.303486,6016
174.649445,-28.307302,5981
174.635376,-28.311110,5999
174.621384,-28.314920,6028
174.607391,-28.318712,6238
174.593445,-28.322487,6424
174.579514,-28.326263,6619
174.565613,-28.330021,6917
174.551758,-28.333775,7203
174.537918,-28.337517,7327
174.524109,-28.341265,7404
174.510300,-28.344988,7430
174.496536,-28.348715,9406
174.482803,-28.352421,9355
174.469086,-28.356127,9473
174.455399,-28.359814,9509
174.441727,-28.363499,9506
174.428116,-28.367167,9578
174.414520,-28.370838,9533
174.400940,-28.374496,9503
174.387390,-28.378143,9510
174.373886,-28.381771,9573
174.360382,-28.385414,9517
174.346924,-28.389027,9638
174.333481,-28.392649,9522
174.320053,-28.396259,9575
174.306671,-28.399849,7995
174.293304,-28.403437,7948
174.279953,-28.407026,8065
174.266647,-28.410587,8109
174.253357,-28.414141,8157
174.240097,-28.417702,9648
174.226837,-28.421257,9672
174.213654,-28.424789,9537
174.200455,-28.428326,9528
174.187286,-28.431847,8101
174.174133,-28.435360,7927
174.161011,-28.438879,7898
174.147919,-28.442356,7862
174.134842,-28.445852,9482
174.121780,-28.449347,9484
174.108765,-28.452810,7704
174.095764,-28.456276,7695
174.082809,-28.459734,7619
174.069870,-28.463192,7545
174.056946,-28.466633,7471
174.044067,-28.470066,7416
174.031204,-28.473484,7303
174.018341,-28.476904,7266
174.005524,-28.480309,7131
173.992722,-28.483721,6985
173.979919,-28.487123,6940
173.967178,-28.490503,6906
173.954437,-28.493889,6887
173.941757,-28.497252,6878
173.929047,-28.500624,6776
173.916397,-28.503975,6803
173.903748,-28.507338,6962
173.891129,-28.510674,6906
173.878525,-28.514015,7065
173.865967,-28.517342,7233
173.853394,-28.520670,6818
173.840866,-28.523981,6690
173.828369,-28.527294,6707
173.815872,-28.530598,6752
173.803391,-28.533876,6788
173.790955,-28.537172,6885
173.778534,-28.540449,6910
173.766144,-28.543707,7067
173.753784,-28.546989,7094
173.741440,-28.550228,7032
173.729111,-28.553484,6996
173.716812,-28.556725,6697
173.704544,-28.559961,6970
173.692261,-28.563185,7063
173.680023,-28.566408,6933
173.667801,-28.569614,6712
173.655609,-28.572824,6489
173.643433,-28.576031,6346
173.631256,-28.579216,6205
173.619141,-28.582401,6635
173.607025,-28.585592,6891
173.594940,-28.588753,6940
173.582870,-28.591932,6985
173.570816,-28.595093,7343
173.558777,-28.598246,7117
173.546768,-28.601393,7151
173.534760,-28.604530,7907
173.522797,-28.607666,7913
173.510834,-28.610794,7978
173.498901,-28.613909,8190
173.487000,-28.617027,8160
173.475113,-28.620142,7392
173.463242,-28.623238,6565
173.451416,-28.626333,6222
173.439575,-28.629416,5803
173.427765,-28.632507,5532
173.415985,-28.635571,5387
173.404221,-28.638647,5133
173.392456,-28.641718,4765
173.380737,-28.644762,5487
173.369019,-28.647810,5936
173.357330,-28.650854,5832
173.345657,-28.653896,6464
173.334030,-28.656923,6109
173.322403,-28.659941,6031
173.310791,-28.662956,6192
173.299194,-28.665970,6360
173.287613,-28.668987,6244
173.276062,-28.671976,6095
173.264511,-28.674974,6655
173.252991,-28.677963,6241
173.241501,-28.680948,5228
173.230026,-28.683926,4624
173.218567,-28.686893,4447
173.207123,-28.689857,4205
173.195709,-28.692820,4316
173.184326,-28.695759,4638
173.172928,-28.698713,4711
173.161545,-28.701656,4566
173.150192,-28.704594,4942
173.138855,-28.707514,5084
173.127563,-28.710438,4860
173.116241,-28.713367,4328
173.104980,-28.716263,4292
173.093735,-28.719179,4955
173.082489,-28.722073,4870
173.071289,-28.724962,5787
173.060089,-28.727858,6660
173.048874,-28.730740,7174
173.037720,-28.733608,7347
173.026566,-28.736481,7597
173.015442,-28.739349,7672
173.004303,-28.742205,7409
172.993210,-28.745070,7238
172.982117,-28.747915,7222
172.971069,-28.750759,7338
172.960022,-28.753605,7249
172.949005,-28.756424,7150
172.938034,-28.759239,7118
172.927032,-28.762070,7080
172.916061,-28.764877,7082
172.905090,-28.767698,6956
172.894150,-28.770493,6971
172.883224,-28.773302,6294
172.872299,-28.776093,6405
172.861435,-28.778887,7015
172.850555,-28.781666,6919
172.839706,-28.784435,7296
172.828873,-28.787216,7961
172.818054,-28.789978,8191
172.807236,-28.792744,7994
172.796463,-28.795500,9264
172.785675,-28.798260,7556
172.774933,-28.801008,7082
172.764175,-28.803751,6849
172.753464,-28.806469,6605
172.742752,-28.809206,6517
172.732040,-28.811945,6316
172.721390,-28.814659,6217
172.710724,-28.817373,6342
172.700089,-28.820082,6464
172.689468,-28.822781,6835
172.678864,-28.825489,7071
172.668259,-28.828176,6758
172.657684,-28.830868,6599
172.647141,-28.833548,6572
172.636597,-28.836222,6534
172.626038,-28.838909,6465
172.615524,-28.841583,6200
172.605042,-28.844244,5887
172.594543,-28.846909,5807
172.584106,-28.849567,5555
172.573654,-28.852215,5689
172.563232,-28.854851,5882
172.552811,-28.857489,6390
172.542404,-28.860125,7742
172.532028,-28.862753,7808
172.521637,-28.865391,7870
172.511292,-28.867996,7776
172.500946,-28.870619,7548
172.490631,-28.873224,7695
172.480301,-28.875837,7794
172.470016,-28.878443,7621
172.459747,-28.881039,7648
172.449493,-28.883627,7797
172.439240,-28.886209,8128
172.428986,-28.888802,8110
172.418762,-28.891376,8204
172.408569,-28.893957,8291
172.398376,-28.896515,8329
172.388184,-28.899090,8053
172.378021,-28.901648,7624
172.367859,-28.904209,7381
172.357727,-28.906750,7265
172.347610,-28.909302,7074
172.337509,-28.911842,6978
172.327438,-28.914370,7095
172.317368,-28.916901,7319
172.307312,-28.919437,7561
172.297272,-28.921961,7577
172.287231,-28.924475,7505
172.277222,-28.926994,9359
172.267227,-28.929499,9352
172.257233,-28.932014,9420
172.247253,-28.934511,9403
172.237305,-28.937008,9368
172.227356,-28.939501,9390
172.217422,-28.941980,9343
172.207504,-28.944464,9326
172.197617,-28.946949,9502
172.187729,-28.949415,9580
172.177841,-28.951895,9406
172.167984,-28.954361,9478
172.158142,-28.956816,9533
172.148300,-28.959274,9382
172.138489,-28.961737,9405
172.128693,-28.964186,9334
172.118896,-28.966621,9418
172.109131,-28.969063,9344
172.099350,-28.971495,9278
172.089600,-28.973928,9321
172.079849,-28.976370,9424
172.070129,-28.978792,9229
172.060394,-28.981213,9344
172.050705,-28.983635,9296
172.041016,-28.986042,9404
172.031342,-28.988457,9530
172.021683,-28.990864,9550
172.012039,-28.993256,9528
172.002426,-28.995636,9524
171.992813,-28.998047,9565
171.983200,-29.000423,9580
171.973618,-29.002804,9731
171.964035,-29.005188,10035
171.954468,-29.007551,10115
171.944916,-29.009933,9853
171.935364,-29.012304,9855
171.925842,-29.014671,9698
171.916321,-29.017027,10022
171.906815,-29.019373,9969
171.897324,-29.021723,9728
171.887863,-29.024069,9720
171.878387,-29.026419,10081
171.868958,-29.028755,9846
171.859512,-29.031101,9842
171.850098,-29.033417,9857
171.840683,-29.035749,9882
171.831284,-29.038071,9857
171.821899,-29.040398,9818
171.812515,-29.042715,9795
171.803177,-29.045031,9739
171.793823,-29.047333,9811
171.784470,-29.049635,9759
171.775162,-29.051933,9942
171.765839,-29.054237,9917
171.756561,-29.056519,9932
171.747284,-29.058811,9989
171.738007,-29.061092,9971
171.728745,-29.063377,9981
171.719513,-29.065655,9984
171.710266,-29.067919,9812
171.701035,-29.070204,8925
171.691818,-29.072475,8892
171.682617,-29.074736,8935
171.673416,-29.076992,9689
171.664230,-29.079254,8816
171.655060,-29.081505,8619
171.645920,-29.083752,8574
171.636780,-29.085991,8359
171.627655,-29.088232,8200
171.618546,-29.090473,8216
171.609451,-29.092703,7765
171.600357,-29.094929,7234
171.591263,-29.097158,6928
171.582199,-29.099375,6710
171.573166,-29.101595,6929
171.564102,-29.103819,7450
171.555084,-29.106028,7401
171.546051,-29.108242,7214
171.537033,-29.110437,6646
171.528015,-29.112642,6407
171.519043,-29.114849,6524
171.510056,-29.117039,6956
171.501099,-29.119228,7225
171.492126,-29.121416,6882
171.483215,-29.123606,11197
171.474274,-29.125780,6358
171.465363,-29.127956,6672
171.456467,-29.130133,7108
171.447571,-29.132294,7323
171.438690,-29.134462,7211
171.429825,-29.136621,6896
171.420990,-29.138779,6570
171.412125,-29.140940,6727
171.403290,-29.143091,7216
171.394455,-29.145243,9264
171.385635,-29.147381,9448
171.376816,-29.149536,9617
171.368027,-29.151665,9414
171.359238,-29.153812,9323
171.350479,-29.155947,9297
171.341690,-29.158072,11470
171.332932,-29.160206,11444
171.324203,-29.162312,6506
171.315475,-29.164444,5982
171.306778,-29.166548,5522
171.298080,-29.168661,5469
171.289383,-29.170778,5397
171.280716,-29.172878,5553
171.272018,-29.174990,5885
171.263367,-29.177082,11430
171.254700,-29.179190,9310
171.246048,-29.181273,9371
171.237411,-29.183376,9522
171.228790,-29.185453,9439
171.220169,-29.187540,9358
171.211563,-29.189627,6761
171.202988,-29.191700,5545
171.194382,-29.193779,4593
171.185822,-29.195845,4158
171.177277,-29.197905,3980
171.168716,-29.199974,2638
171.160187,-29.202034,2478
171.151672,-29.204092,2487
171.143143,-29.206152,2668
171.134659,-29.208200,2661
171.126160,-29.210257,2336
171.117661,-29.212296,2369
171.109192,-29.214342,2477
171.100739,-29.216383,2375
171.092270,-29.218418,2032
171.083817,-29.220455,2533
171.075378,-29.222486,4287
171.066956,-29.224504,4376
171.058548,-29.226536,4689
171.050140,-29.228556,4117
171.041733,-29.230579,2067
171.033340,-29.232595,2104
171.024963,-29.234613,2191
171.016602,-29.236622,1916
171.008240,-29.238623,1781
170.999878,-29.240641,1597
170.991547,-29.242636,1535
170.983261,-29.244637,1662
170.974930,-29.246628,2008
170.966614,-29.248619,2206
170.958344,-29.250607,1939
170.950043,-29.252598,1929
170.941772,-29.254574,2277
170.933502,-29.256556,2315
170.925232,-29.258530,2195
170.916992,-29.260504,2568
170.908752,-29.262474,4491
170.900513,-29.264448,5337
170.892288,-29.266422,5570
